btb_size, icache_size, mcycle, LUT as Logic32.0, 256.0, None, 7.38
256.0, 32.0, 396256, 7.38
64.0, 128.0, 397142, 7.38
16.0, 8.0, None, 7.38
256.0, 16.0, 396977, 7.38
64.0, 256.0, 397142, 7.38
32.0, 32.0, 398188, 7.38
32.0, 128.0, 398174, 7.38
128.0, 32.0, 396145, 7.38
256.0, 64.0, 396242, 7.38
512.0, 16.0, 397103, 7.38
128.0, 64.0, 396127, 7.38
32.0, 16.0, 398916, 7.38
